NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,DASF,MDPR,MDSF,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WT01,WT03,WT04,WT05,WT06,WT11
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-04-28,,,,,0.0,0.0,8.0,62.0,42.0,61.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-04-29,,,,,0.0,0.0,,63.0,42.0,62.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-04-30,,,,,0.0,0.0,,62.0,38.0,47.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-05-01,,,,,0.5,0.0,0.0,48.0,35.0,46.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-05-02,,,,,0.69,,4.0,49.0,26.0,29.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-05-03,,,,,0.0,0.0,,,,,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-05-04,,,,,0.0,0.0,0.0,54.0,21.0,51.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-05-05,,,,,0.0,0.0,,60.0,37.0,56.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-05-06,,,,,0.0,0.0,,64.0,40.0,60.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-05-07,,,,,0.0,0.0,,62.0,39.0,59.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-05-08,,,,,0.0,0.0,,62.0,41.0,55.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-05-09,,,,,0.0,0.0,,57.0,37.0,52.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-05-10,,,,,0.0,0.0,,62.0,40.0,56.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-05-11,,,,,0.0,0.0,,59.0,39.0,55.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-05-12,,,,,0.0,0.0,,63.0,40.0,60.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-05-13,,,,,0.0,0.0,,62.0,40.0,59.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-05-14,,,,,0.0,0.0,,64.0,44.0,59.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-05-15,,,,,0.0,0.0,,65.0,47.0,59.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-05-16,,,,,0.0,0.0,,61.0,42.0,56.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-05-17,,,,,0.21,0.0,,61.0,41.0,46.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-05-18,,,,,0.39,0.0,,53.0,38.0,43.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-05-19,,,,,0.38,0.0,,53.0,34.0,50.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-05-20,,,,,0.01,0.0,,51.0,38.0,47.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-05-21,,,,,0.24,0.0,,51.0,33.0,40.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-05-22,,,,,0.06,0.0,,49.0,31.0,48.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-05-23,,,,,0.19,0.0,,50.0,33.0,48.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-05-24,,,,,0.06,0.0,,52.0,32.0,47.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-05-25,,,,,0.34,,1.0,42.0,32.0,36.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-05-26,,,,,0.18,0.0,0.0,42.0,27.0,31.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-05-27,,,,,0.11,0.0,0.0,44.0,27.0,43.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-05-28,,,,,0.34,,1.0,43.0,31.0,37.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-05-29,,,,,0.27,0.0,0.0,49.0,32.0,42.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-05-30,,,,,0.0,0.0,0.0,56.0,33.0,56.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-05-31,,,,,0.0,0.0,0.0,62.0,33.0,60.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-06-01,,,,,0.0,0.0,0.0,62.0,35.0,60.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-06-02,,,,,0.0,0.0,0.0,60.0,36.0,53.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-06-03,,,,,0.0,0.0,0.0,62.0,36.0,62.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-06-04,,,,,0.0,0.0,0.0,71.0,45.0,70.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-06-05,,,,,0.0,0.0,0.0,71.0,50.0,62.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-06-06,,,,,0.0,0.0,0.0,71.0,44.0,52.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-06-07,,,,,0.31,0.0,0.0,71.0,44.0,58.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-06-08,,,,,0.01,0.0,0.0,60.0,45.0,60.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-06-09,,,,,0.0,0.0,0.0,58.0,41.0,52.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-06-10,,,,,0.13,0.0,0.0,61.0,38.0,59.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-06-11,,,,,0.0,0.0,0.0,67.0,44.0,65.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-06-12,,,,,0.0,0.0,0.0,69.0,46.0,68.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-06-13,,,,,0.0,0.0,0.0,71.0,46.0,70.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-06-14,,,,,0.0,0.0,0.0,76.0,49.0,73.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-06-15,,,,,0.0,0.0,0.0,73.0,53.0,65.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-06-16,,,,,0.0,0.0,0.0,67.0,38.0,61.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-06-17,,,,,0.0,0.0,0.0,67.0,43.0,66.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-06-18,,,,,0.0,0.0,0.0,66.0,46.0,58.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-06-19,,,,,0.0,0.0,0.0,61.0,39.0,60.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-06-20,,,,,0.0,0.0,0.0,68.0,44.0,67.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-06-21,,,,,0.0,0.0,0.0,71.0,48.0,70.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-06-22,,,,,0.04,0.0,0.0,70.0,38.0,53.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-06-23,,,,,0.0,0.0,0.0,65.0,37.0,63.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-06-24,,,,,0.0,0.0,0.0,64.0,46.0,63.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-06-25,,,,,0.0,0.0,0.0,67.0,42.0,66.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-06-26,,,,,0.0,0.0,0.0,71.0,45.0,66.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-06-27,,,,,0.0,0.0,0.0,72.0,46.0,70.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-06-28,,,,,0.05,0.0,0.0,72.0,47.0,59.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-06-29,,,,,0.13,0.0,0.0,62.0,47.0,58.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-06-30,,,,,0.46,0.0,0.0,65.0,41.0,64.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-07-01,,,,,0.09,0.0,0.0,71.0,46.0,68.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-07-02,,,,,0.0,0.0,0.0,72.0,46.0,69.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-07-03,,,,,0.0,0.0,0.0,70.0,45.0,59.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-07-04,,,,,0.0,0.0,0.0,68.0,44.0,63.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-07-05,,,,,0.0,0.0,0.0,69.0,50.0,69.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-07-06,,,,,0.0,0.0,0.0,70.0,43.0,56.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-07-07,,,,,0.0,0.0,0.0,71.0,42.0,68.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-07-08,,,,,0.0,0.0,0.0,69.0,48.0,69.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-07-09,,,,,0.0,0.0,0.0,69.0,50.0,67.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-07-10,,,,,0.38,0.0,0.0,68.0,44.0,55.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-07-11,,,,,0.07,0.0,0.0,58.0,37.0,55.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-07-12,,,,,0.0,0.0,0.0,60.0,38.0,59.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-07-13,,,,,0.0,0.0,0.0,67.0,39.0,65.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-07-14,,,,,0.0,0.0,0.0,70.0,45.0,69.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-07-15,,,,,0.0,0.0,0.0,74.0,47.0,74.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-07-16,,,,,0.0,0.0,0.0,74.0,50.0,60.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-07-17,,,,,0.78,0.0,0.0,60.0,47.0,52.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-07-18,,,,,0.55,0.0,0.0,59.0,41.0,53.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-07-19,,,,,0.0,0.0,0.0,58.0,37.0,53.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-07-20,,,,,0.04,0.0,0.0,62.0,44.0,52.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-07-21,,,,,1.87,0.0,0.0,62.0,44.0,53.0,,,,1.0,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-07-22,,,,,0.01,0.0,0.0,63.0,48.0,63.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-07-23,,,,,0.0,0.0,0.0,70.0,43.0,68.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-07-24,,,,,0.0,0.0,0.0,76.0,47.0,74.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-07-25,,,,,0.0,0.0,0.0,75.0,54.0,66.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-07-26,,,,,0.3,0.0,0.0,70.0,54.0,55.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-07-27,,,,,0.03,0.0,0.0,67.0,51.0,64.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-07-28,,,,,0.24,0.0,0.0,66.0,50.0,65.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-07-29,,,,,0.05,0.0,0.0,67.0,49.0,66.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-07-30,,,,,0.08,0.0,0.0,67.0,51.0,64.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-07-31,,,,,0.0,,,71.0,49.0,70.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-08-01,,,,,0.0,0.0,0.0,73.0,51.0,73.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-08-02,,,,,0.0,0.0,0.0,72.0,54.0,70.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-08-03,,,,,0.0,0.0,0.0,72.0,48.0,71.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-08-04,,,,,0.0,0.0,0.0,74.0,46.0,73.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-08-05,,,,,0.0,0.0,0.0,74.0,53.0,71.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-08-06,,,,,0.13,0.0,0.0,74.0,54.0,71.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-08-07,,,,,0.0,0.0,0.0,74.0,51.0,63.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-08-08,,,,,0.0,0.0,0.0,74.0,41.0,67.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-08-09,,,,,0.0,0.0,0.0,71.0,47.0,64.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-08-10,,,,,0.0,0.0,0.0,72.0,47.0,72.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-08-11,,,,,0.05,0.0,0.0,72.0,60.0,54.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-08-12,,,,,0.0,0.0,0.0,69.0,45.0,68.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-08-13,,,,,0.01,0.0,0.0,68.0,47.0,59.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-08-14,,,,,0.66,0.0,0.0,60.0,46.0,48.0,,1.0,1.0,1.0,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-08-15,,,,,0.96,0.0,0.0,60.0,41.0,47.0,,1.0,,1.0,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-08-16,,,,,0.0,0.0,0.0,62.0,39.0,61.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-08-17,,,,,0.0,0.0,0.0,65.0,39.0,61.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-08-18,,,,,0.0,0.0,0.0,70.0,42.0,69.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-08-19,,,,,0.0,0.0,0.0,70.0,43.0,68.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-08-20,,,,,0.0,0.0,0.0,68.0,45.0,59.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-08-21,,,,,0.0,0.0,0.0,65.0,47.0,60.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-08-22,,,,,0.12,0.0,0.0,65.0,46.0,65.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-08-23,,,,,0.03,0.0,0.0,68.0,48.0,64.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-08-24,,,,,0.48,0.0,0.0,66.0,46.0,53.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-08-25,,,,,0.07,0.0,0.0,55.0,39.0,53.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-08-26,,,,,0.01,0.0,0.0,58.0,36.0,55.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-08-27,,,,,0.0,0.0,0.0,62.0,37.0,60.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-08-28,,,,,0.0,0.0,0.0,65.0,42.0,64.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-08-29,,,,,0.0,0.0,0.0,68.0,44.0,67.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-08-30,,,,,0.0,0.0,0.0,69.0,45.0,68.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-08-31,,,,,0.0,0.0,0.0,71.0,46.0,69.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-09-01,,,,,,0.0,0.0,74.0,51.0,72.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-09-02,,,,,0.0,0.0,0.0,74.0,50.0,72.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-09-03,,,,,0.02,0.0,0.0,73.0,50.0,55.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-09-04,,,,,0.34,0.0,0.0,57.0,40.0,55.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-09-05,,,,,0.0,0.0,0.0,60.0,37.0,59.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-09-06,,,,,0.0,0.0,0.0,62.0,40.0,61.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-09-07,,,,,0.0,0.0,0.0,64.0,40.0,62.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-09-08,,,,,0.0,0.0,0.0,63.0,42.0,54.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-09-09,,,,,0.0,0.0,0.0,64.0,42.0,62.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-09-10,,,,,0.0,0.0,0.0,65.0,41.0,63.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-09-11,,,,,0.0,0.0,0.0,66.0,42.0,65.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-09-12,,,,,0.0,0.0,0.0,66.0,43.0,63.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-09-13,,,,,0.0,0.0,0.0,67.0,45.0,59.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-09-14,,,,,0.0,0.0,0.0,61.0,40.0,50.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-09-15,,,,,0.0,0.0,0.0,63.0,38.0,62.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-09-16,,,,,0.16,0.0,0.0,63.0,39.0,53.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-09-17,,,,,0.0,0.0,0.0,53.0,31.0,52.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-09-18,,,,,0.0,0.0,0.0,60.0,33.0,58.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-09-19,,,,,0.0,0.0,0.0,61.0,40.0,58.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-09-20,,,,,0.0,0.0,0.0,62.0,40.0,60.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-09-21,,,,,0.0,0.0,0.0,65.0,43.0,64.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-09-22,,,,,0.0,0.0,0.0,68.0,44.0,66.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-09-23,,,,,0.0,0.0,0.0,69.0,46.0,68.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-09-24,,,,,0.0,0.0,0.0,68.0,46.0,65.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-09-25,,,,,0.0,0.0,0.0,67.0,45.0,65.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-09-26,,,,,0.0,0.0,0.0,66.0,44.0,56.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-09-27,,,,,0.0,0.0,0.0,56.0,31.0,49.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-09-28,,,,,0.0,0.0,0.0,53.0,31.0,52.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-09-29,,,,,0.0,0.0,0.0,60.0,37.0,58.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-09-30,,,,,0.0,0.0,0.0,63.0,43.0,61.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-10-01,,,,,0.0,0.0,0.0,63.0,41.0,62.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-10-02,,,,,0.0,0.0,0.0,66.0,41.0,64.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-10-03,,,,,0.0,0.0,0.0,67.0,41.0,66.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-10-04,,,,,0.0,0.0,0.0,66.0,44.0,62.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-10-05,,,,,0.0,0.0,0.0,63.0,42.0,57.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-10-06,,,,,0.0,0.0,0.0,65.0,40.0,59.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-10-07,,,,,0.0,0.0,0.0,65.0,40.0,63.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-10-08,,,,,0.0,0.0,0.0,64.0,42.0,58.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-10-09,,,,,0.0,0.0,0.0,60.0,38.0,58.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-10-10,,,,,0.0,0.0,0.0,59.0,37.0,56.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-10-11,,,,,0.0,0.0,0.0,60.0,36.0,58.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-10-12,,,,,0.0,0.0,0.0,58.0,45.0,55.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-10-13,,,,,0.69,0.0,0.0,48.0,34.0,34.0,1.0,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-10-14,,,,,0.34,0.0,0.0,40.0,30.0,35.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-10-15,,,,,0.0,0.0,0.0,44.0,28.0,43.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-10-16,,,,,0.0,0.0,0.0,47.0,26.0,46.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-10-17,,,,,0.0,0.0,0.0,51.0,32.0,49.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-10-18,,,,,0.0,0.0,0.0,49.0,33.0,47.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-10-19,,,,,0.0,0.0,0.0,49.0,27.0,45.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-10-20,,,,,0.0,0.0,0.0,51.0,28.0,49.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-10-21,,,,,0.0,0.0,0.0,54.0,28.0,51.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-10-22,,,,,0.0,0.0,0.0,54.0,33.0,53.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-10-23,,,,,0.0,0.0,0.0,53.0,37.0,41.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-10-24,,,,,0.37,0.0,0.0,53.0,33.0,40.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-10-25,,,,,0.1,0.0,0.0,42.0,34.0,41.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-10-26,,,,,0.0,0.0,0.0,50.0,31.0,45.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-10-27,,,,,0.0,0.0,0.0,56.0,34.0,53.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-10-28,,,,,0.0,0.0,0.0,56.0,39.0,54.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-10-29,,,,,0.0,0.0,0.0,54.0,40.0,42.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-10-30,,,,,0.28,0.0,0.0,42.0,34.0,36.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-10-31,,,,,0.0,0.0,0.0,45.0,32.0,40.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-11-01,,,,,0.0,0.0,0.0,46.0,34.0,45.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-11-02,,,,,0.66,0.0,0.0,46.0,33.0,38.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-11-03,,,,,0.0,0.0,0.0,43.0,34.0,42.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-11-04,,,,,0.0,0.0,0.0,52.0,30.0,48.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-11-05,,,,,0.0,0.0,0.0,54.0,34.0,44.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-11-06,,,,,0.25,0.0,0.0,44.0,28.0,33.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-11-07,,,,,0.24,4.0,4.0,33.0,28.0,30.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-11-08,,,,,0.0,0.0,,44.0,24.0,41.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-11-09,,,,,0.0,0.0,,48.0,30.0,41.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-11-10,,,,,0.13,3.0,,41.0,20.0,27.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-11-11,,,,,0.0,0.0,,40.0,20.0,35.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-11-12,,,,,0.0,0.0,,43.0,28.0,39.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-11-13,,,,,0.0,0.0,0.0,43.0,30.0,30.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-11-14,,,,,0.83,13.0,13.0,31.0,18.0,18.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-11-15,,,,,0.13,2.0,15.0,20.0,9.0,19.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-11-16,,,,,0.03,0.5,,20.0,6.0,19.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-11-17,,,,,0.25,4.0,17.0,24.0,6.0,15.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-11-18,,,,,0.0,0.0,,25.0,6.0,26.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-11-19,,,,,0.0,0.0,12.0,49.0,22.0,43.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-11-20,,,,,0.0,0.0,12.0,54.0,30.0,48.0,,,,,,
"ALTA, UT US",40.5905,-111.6369,2660.9,1987-11-21,,,,,0.0,0.0,12.0,48.0,27.0,27.0,,,,,,
